Entry	Entry name	Status	Protein names	Organism	Gene names  (primary )	Cross-reference (RefSeq)	Cross-reference (PhosphoSitePlus)
B5DFN2	SAHH2_RAT	reviewed	S-adenosylhomocysteine hydrolase-like protein 1 (IP3R-binding protein released with inositol 1,4,5-trisphosphate) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	Rattus norvegicus (Rat)	Ahcyl1	NP_001102031.1;XP_006233227.1;XP_006233228.1;XP_008759627.1;	
P31643	SC6A6_RAT	reviewed	Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)	Rattus norvegicus (Rat)	Slc6a6	NP_058902.1;XP_006236965.1;	P31643;
Q9R095	SPEF2_RAT	reviewed	Sperm flagellar protein 2 (Protein KPL2)	Rattus norvegicus (Rat)	Spef2	NP_072142.1 [Q9R095-2];XP_017446581.1 [Q9R095-3];	
Q5M9G6	SNIP1_RAT	reviewed	Smad nuclear interacting protein 1	Rattus norvegicus (Rat)	Snip1	NP_001014091.1;XP_017449307.1;XP_017458578.1;	Q5M9G6;
P09006	SPA3N_RAT	reviewed	Serine protease inhibitor A3N (Serpin A3N) (CPI-26) (Contrapsin-like protease inhibitor 6) (SPI-2.2) (Serine protease inhibitor 3) (SPI-3)	Rattus norvegicus (Rat)	Serpina3n	NP_113719.1;	P09006;
Q7TSX5	SMS1_RAT	reviewed	Phosphatidylcholine:ceramide cholinephosphotransferase 1 (EC 2.7.8.27) (Protein Mob) (Sphingomyelin synthase 1) (Transmembrane protein 23)	Rattus norvegicus (Rat)	Sgms1	NP_852051.2;	
Q5RKG1	SPICE_RAT	reviewed	Spindle and centriole-associated protein 1 (Coiled-coil domain-containing protein 52)	Rattus norvegicus (Rat)	Spice1	NP_001008286.1;XP_006248394.1;XP_017453413.1;	Q5RKG1;
Q5RJQ4	SIR2_RAT	reviewed	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	Rattus norvegicus (Rat)	Sirt2	NP_001008369.1;	Q5RJQ4;
Q9QWN8	SPTN2_RAT	reviewed	Spectrin beta chain, non-erythrocytic 2 (Beta SpIII sigma 1) (Beta-III spectrin) (Glutamate transporter EAAT4-associated protein 41) (SPNB-3) (Spectrin-like protein GTRAP41)	Rattus norvegicus (Rat)	Sptbn2		Q9QWN8;
Q5M869	SIT1_RAT	reviewed	Signaling threshold-regulating transmembrane adapter 1 (SHP2-interacting transmembrane adapter protein) (Suppression-inducing transmembrane adapter 1)	Rattus norvegicus (Rat)	Sit1	NP_001019515.1;	Q5M869;
G3V7P1	STX12_RAT	reviewed	Syntaxin-12 (Syntaxin-13)	Rattus norvegicus (Rat)	Stx12	NP_075228.2;	G3V7P1;
O88808	TUB_RAT	reviewed	Tubby protein homolog	Rattus norvegicus (Rat)	Tub	NP_037209.1;	
P32851	STX1A_RAT	reviewed	Syntaxin-1A (Neuron-specific antigen HPC-1) (Synaptotagmin-associated 35 kDa protein) (P35A)	Rattus norvegicus (Rat)	Stx1a	NP_446240.2;	P32851;
Q9R050	SSBP3_RAT	reviewed	Single-stranded DNA-binding protein 3 (Sequence-specific single-stranded-DNA-binding protein)	Rattus norvegicus (Rat)	Ssbp3	NP_445810.1;	Q9R050;
Q5RKL5	STEA3_RAT	reviewed	Metalloreductase STEAP3 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 3) (pHyde)	Rattus norvegicus (Rat)	Steap3	NP_579848.1;	Q5RKL5;
O88506	STK39_RAT	reviewed	STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (Pancreatic serine/threonine-protein kinase) (PS/TK) (PSTK1) (Serine/threonine-protein kinase 39)	Rattus norvegicus (Rat)	Stk39	NP_062235.1;	O88506;
Q63532	SPR1A_RAT	reviewed	Cornifin-A (Small proline-rich protein 1A) (SPR1A) (SPRR1)	Rattus norvegicus (Rat)	Sprr1a		
Q6AYZ1	TBA1C_RAT	reviewed	Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	Rattus norvegicus (Rat)	Tuba1c	NP_001011995.1;XP_003749402.1;	Q6AYZ1;
Q99PD6	TGFI1_RAT	reviewed	Transforming growth factor beta-1-induced transcript 1 protein (Androgen receptor-associated protein of 55 kDa) (Hydrogen peroxide-inducible clone 5 protein) (Hic-5)	Rattus norvegicus (Rat)	Tgfb1i1	NP_001178769.1;	Q99PD6;
P13437	THIM_RAT	reviewed	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-) (EC 3.1.2.1) (EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)	Rattus norvegicus (Rat)	Acaa2	NP_569117.1;	P13437;
Q6EIX2	TIM16_RAT	reviewed	Mitochondrial import inner membrane translocase subunit TIM16 (Mitochondria-associated granulocyte macrophage CSF-signaling molecule) (Presequence translocated-associated motor subunit PAM16)	Rattus norvegicus (Rat)	Magmas-ps1		
Q4KM51	TEFM_RAT	reviewed	Transcription elongation factor, mitochondrial	Rattus norvegicus (Rat)	Tefm	NP_001020797.1;	
Q6AXX9	ABEC4_RAT	reviewed	Putative C->U-editing enzyme APOBEC-4 (EC 3.5.4.-) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 4)	Rattus norvegicus (Rat)	Apobec4	NP_001017492.1;XP_008767888.1;XP_008767889.1;	
Q9QY44	ABCD2_RAT	reviewed	ATP-binding cassette sub-family D member 2 (Adrenoleukodystrophy-related protein)	Rattus norvegicus (Rat)	Abcd2	NP_203503.1;	Q9QY44;
Q5FVC7	ACAP2_RAT	reviewed	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)	Rattus norvegicus (Rat)	Acap2	NP_001029178.1;XP_017459763.1;	Q5FVC7;
P09660	ACHE_RAT	reviewed	Acetylcholine receptor subunit epsilon	Rattus norvegicus (Rat)	Chrne	NP_058890.1;	
Q9JI93	A4GAT_RAT	reviewed	Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (Globotriaosylceramide synthase) (Gb3 synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)	Rattus norvegicus (Rat)	A4galt	NP_071576.1;XP_006242179.1;XP_006242180.1;XP_017450568.1;XP_017450569.1;XP_017450570.1;	Q9JI93;
Q62622	4EBP1_RAT	reviewed	Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I)	Rattus norvegicus (Rat)	Eif4ebp1	NP_446309.1;	Q62622;
Q4QR76	ACL7B_RAT	reviewed	Actin-like protein 7B	Rattus norvegicus (Rat)	Actl7b	NP_001020588.1;	Q4QR76;
P35364	5HT5A_RAT	reviewed	5-hydroxytryptamine receptor 5A (5-HT-5A) (5-HT5A) (REC17) (Serotonin receptor 5A)	Rattus norvegicus (Rat)	Htr5a	NP_037280.1;	P35364;
P06757	ADH1_RAT	reviewed	Alcohol dehydrogenase 1 (EC 1.1.1.1) (Alcohol dehydrogenase A subunit)	Rattus norvegicus (Rat)	Adh1	NP_062159.3;	P06757;
P11883	AL3A1_RAT	reviewed	Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (Aldehyde dehydrogenase family 3 member A1) (HTC-ALDH) (Tumor-associated aldehyde dehydrogenase)	Rattus norvegicus (Rat)	Aldh3a1	NP_114178.1;	
P41740	ANPRC_RAT	reviewed	Atrial natriuretic peptide receptor 3 (Atrial natriuretic peptide clearance receptor) (Atrial natriuretic peptide receptor type C) (ANP-C) (ANPR-C) (NPR-C)	Rattus norvegicus (Rat)	Npr3	NP_037000.1;	P41740;
Q5BJT1	AN34A_RAT	reviewed	Ankyrin repeat domain-containing protein 34A	Rattus norvegicus (Rat)	Ankrd34a	NP_001020151.1;XP_006233015.1;XP_008759505.1;	Q5BJT1;
P61214	ARL4A_RAT	reviewed	ADP-ribosylation factor-like protein 4A	Rattus norvegicus (Rat)	Arl4a	NP_062059.1;XP_006240113.1;XP_006240114.1;	P61214;
P52303	AP1B1_RAT	reviewed	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	Rattus norvegicus (Rat)	Ap1b1	NP_058973.1;	P52303;
Q5XXR3	ARHG6_RAT	reviewed	Rho guanine nucleotide exchange factor 6 (Rac/Cdc42 guanine nucleotide exchange factor 6)	Rattus norvegicus (Rat)	Arhgef6	NP_001005565.1;	Q5XXR3;
Q6TXF1	ARRD3_RAT	reviewed	Arrestin domain-containing protein 3 (Liver regeneration-related protein LRRG00048)	Rattus norvegicus (Rat)	Arrdc3	NP_001007798.1;	Q6TXF1;
Q63276	BAAT_RAT	reviewed	Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Kan-1) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)	Rattus norvegicus (Rat)	Baat	NP_058996.2;	Q63276;
P50231	CCL5_RAT	reviewed	C-C motif chemokine 5 (SIS-delta) (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	Rattus norvegicus (Rat)	Ccl5		
P16259	CAN3_RAT	reviewed	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3)	Rattus norvegicus (Rat)	Capn3	NP_058813.1;	P16259;
P01256	CALCA_RAT	reviewed	Calcitonin gene-related peptide 1 (Alpha-type CGRP) (Calcitonin gene-related peptide I) (CGRP-I)	Rattus norvegicus (Rat)	Calca	NP_001029127.1;NP_001029128.1;	
Q6AYN3	CJ062_RAT	reviewed	Uncharacterized protein C10orf62 homolog	Rattus norvegicus (Rat)		NP_001037746.1;	Q6AYN3;
Q5UEM7	CR3L4_RAT	reviewed	Cyclic AMP-responsive element-binding protein 3-like protein 4 (cAMP-responsive element-binding protein 3-like protein 4) (Androgen-induced basic leucine zipper protein) (AIbZIP) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 4]	Rattus norvegicus (Rat)	Creb3l4	NP_001007094.1 [Q5UEM7-1];XP_006232689.1 [Q5UEM7-1];XP_008759369.1 [Q5UEM7-2];XP_017446367.1 [Q5UEM7-1];	Q5UEM7;
Q5I0I9	CQ10B_RAT	reviewed	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	Rattus norvegicus (Rat)	Coq10b	NP_001009671.1;	
P20814	CP2CD_RAT	reviewed	Cytochrome P450 2C13, male-specific (EC 1.14.14.1) (CYPIIC13) (Cytochrome P-450g) (Cytochrome P450-G) (Cytochrome P450-UT-5)	Rattus norvegicus (Rat)	Cyp2c13	NP_612523.1;	
Q5I0L6	CYTIP_RAT	reviewed	Cytohesin-interacting protein (Pleckstrin homology Sec7 and coiled-coil domain-binding protein)	Rattus norvegicus (Rat)	Cytip	NP_001012086.1;	
Q6AXU5	CXL16_RAT	reviewed	C-X-C motif chemokine 16 (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16)	Rattus norvegicus (Rat)	Cxcl16	NP_001017478.1;	
O88450	DEAF1_RAT	reviewed	Deformed epidermal autoregulatory factor 1 homolog (Nuclear DEAF-1-related transcriptional regulator) (NUDR) (Suppressin)	Rattus norvegicus (Rat)	Deaf1		O88450;
G3V7Q0	DEN5A_RAT	reviewed	DENN domain-containing protein 5A (Rab6-interacting protein 1) (Rab6IP1)	Rattus norvegicus (Rat)	Dennd5a	NP_001101016.2;	G3V7Q0;
Q0PGW2	DEN11_RAT	reviewed	DENN domain-containing protein 11 (DENND11) (Protein LCHN)	Rattus norvegicus (Rat)	Dennd11	NP_001038166.1;XP_006236423.2;	
O88764	DAPK3_RAT	reviewed	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase)	Rattus norvegicus (Rat)	Dapk3	NP_071991.1 [O88764-1];XP_006241055.1 [O88764-1];XP_017450587.1 [O88764-1];XP_017450588.1 [O88764-1];	
P51657	DHB1_RAT	reviewed	Estradiol 17-beta-dehydrogenase 1 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 1) (17-beta-HSD 1)	Rattus norvegicus (Rat)	Hsd17b1	NP_036983.1;	
O35824	DNJA2_RAT	reviewed	DnaJ homolog subfamily A member 2 (RDJ2)	Rattus norvegicus (Rat)	Dnaja2		O35824;
O54838	DUS5_RAT	reviewed	Dual specificity protein phosphatase 5 (EC 3.1.3.16) (EC 3.1.3.48) (MAP-kinase phosphatase CPG21)	Rattus norvegicus (Rat)	Dusp5	NP_598262.1;	O54838;
Q63170	DYH7_RAT	reviewed	Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)	Rattus norvegicus (Rat)	Dnah7		
P18901	DRD1_RAT	reviewed	D(1A) dopamine receptor (Dopamine D1 receptor)	Rattus norvegicus (Rat)	Drd1		P18901;
P47942	DPYL2_RAT	reviewed	Dihydropyrimidinase-related protein 2 (DRP-2) (Collapsin response mediator protein 2) (CRMP-2) (Turned on after division 64 kDa protein) (TOAD-64)	Rattus norvegicus (Rat)	Dpysl2	NP_001099187.1;	P47942;
Q8K582	DUS1L_RAT	reviewed	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (Liver regeneration-related protein LRRG08/LRRG09) (tRNA-dihydrouridine synthase 1-like)	Rattus norvegicus (Rat)	Dus1l	NP_742015.1;	
Q49SP8	GPR33_RATRT	reviewed	Probable G-protein coupled receptor 33	Rattus rattus (Black rat)	Gpr33		
Q9QYC6	GPR37_RAT	reviewed	Prosaposin receptor GPR37 (G-protein coupled receptor 37) (G-protein coupled receptor CNS1)	Rattus norvegicus (Rat)	Gpr37	NP_476549.1;	Q9QYC6;
P59215	GNAO_RAT	reviewed	Guanine nucleotide-binding protein G(o) subunit alpha	Rattus norvegicus (Rat)	Gnao1	NP_059023.1 [P59215-1];	P59215;
Q8K1Q3	GPR3_RAT	reviewed	G-protein coupled receptor 3 (G-protein-coupled receptor R4)	Rattus norvegicus (Rat)	Gpr3	NP_714949.1;XP_006239068.1;	Q8K1Q3;
P82471	GNAQ_RAT	reviewed	Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q)	Rattus norvegicus (Rat)	Gnaq	NP_112298.1;	P82471;
Q4KLH9	GPR4_RAT	reviewed	G-protein coupled receptor 4	Rattus norvegicus (Rat)	Gpr4	NP_001020851.1;XP_006228480.1;XP_006228481.1;	Q4KLH9;
Q9QUZ8	GMEB1_RAT	reviewed	Glucocorticoid modulatory element-binding protein 1 (GMEB-1)	Rattus norvegicus (Rat)	Gmeb1	NP_001102738.1;XP_008762387.1;XP_008762389.1;XP_008762390.1;	Q9QUZ8;
O88873	GMEB2_RAT	reviewed	Glucocorticoid modulatory element-binding protein 2 (GMEB-2)	Rattus norvegicus (Rat)	Gmeb2	NP_113991.1 [O88873-1];	O88873;
O88775	EMB_RAT	reviewed	Embigin	Rattus norvegicus (Rat)	Emb	NP_446171.1;	O88775;
B0BNG0	EMC2_RAT	reviewed	ER membrane protein complex subunit 2 (Tetratricopeptide repeat protein 35) (TPR repeat protein 35)	Rattus norvegicus (Rat)	Emc2	NP_001107257.1;	
Q63190	EMD_RAT	reviewed	Emerin	Rattus norvegicus (Rat)	Emd	NP_037080.1;	Q63190;
P25409	ALAT1_RAT	reviewed	Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1)	Rattus norvegicus (Rat)	Gpt	NP_112301.1;	P25409;
Q80ZD7	AMGO1_RAT	reviewed	Amphoterin-induced protein 1 (AMIGO-1) (Alivin-2)	Rattus norvegicus (Rat)	Amigo1	NP_996764.1;XP_006233202.1;XP_008759613.1;	Q80ZD7;
P29089	AGTRB_RAT	reviewed	Type-1B angiotensin II receptor (AT3) (Angiotensin II type-1B receptor) (AT1B)	Rattus norvegicus (Rat)	Agtr1b	NP_112271.2;XP_006232249.1;XP_008759101.1;	P29089;
P51635	AK1A1_RAT	reviewed	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.33) (EC 1.1.1.372) (EC 1.1.1.54) (3-DG-reducing enzyme) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)	Rattus norvegicus (Rat)	Akr1a1	NP_112262.1;	P51635;
O88923	AGRL2_RAT	reviewed	Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin-2)	Rattus norvegicus (Rat)	Adgrl2	NP_001177404.2;NP_001289137.1;NP_001289138.1;NP_001289139.1;NP_001289140.1;NP_001289141.1;NP_599235.3;	O88923;
A1L1K3	APC5_RAT	reviewed	Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5)	Rattus norvegicus (Rat)	Anapc5	NP_001073616.1;	A1L1K3;
P14056	ARAF_RAT	reviewed	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1)	Rattus norvegicus (Rat)	Araf	NP_071977.1;	P14056;
Q5BK07	CCD43_RAT	reviewed	Coiled-coil domain-containing protein 43	Rattus norvegicus (Rat)	Ccdc43	NP_001094198.1;	Q5BK07;
Q9EPY0	CARD9_RAT	reviewed	Caspase recruitment domain-containing protein 9 (rCARD9)	Rattus norvegicus (Rat)	Card9	NP_071639.1;	Q9EPY0;
Q5M862	CC134_RAT	reviewed	Coiled-coil domain-containing protein 134	Rattus norvegicus (Rat)	Ccdc134	NP_001019526.1;XP_006242175.1;	
P31720	C1QA_RAT	reviewed	Complement C1q subcomponent subunit A	Rattus norvegicus (Rat)	C1qa	NP_001008515.1;	
P46892	CD11B_RAT	reviewed	Cyclin-dependent kinase 11B (Cell division cycle 2-like protein kinase 1) (Cell division protein kinase 11) (Cyclin-dependent kinase 11) (EC 2.7.11.22) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1)	Rattus norvegicus (Rat)	Cdk11b		P46892;
B4F7A7	CEP57_RAT	reviewed	Centrosomal protein of 57 kDa (Cep57) (Translokin)	Rattus norvegicus (Rat)	Cep57	NP_001101594.2;XP_006242585.1;XP_006242586.1;	
P39950	CCNG1_RAT	reviewed	Cyclin-G1 (Cyclin-G)	Rattus norvegicus (Rat)	Ccng1	NP_037055.1;	
Q03114	CDK5_RAT	reviewed	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	Rattus norvegicus (Rat)	Cdk5	NP_543161.1;	Q03114;
P08082	CLCB_RAT	reviewed	Clathrin light chain B (Lcb)	Rattus norvegicus (Rat)	Cltb	NP_446287.1 [P08082-1];XP_006253657.1 [P08082-2];	P08082;
Q5XID1	CPIN1_RAT	reviewed	Anamorsin (Cytokine-induced apoptosis inhibitor 1) (Fe-S cluster assembly protein DRE2 homolog)	Rattus norvegicus (Rat)	Ciapin1	NP_001007690.1;XP_006255168.1;XP_006255169.1;XP_006255170.1;	Q5XID1;
P22443	CP19A_RAT	reviewed	Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase)	Rattus norvegicus (Rat)	Cyp19a1		P22443;
P00406	COX2_RAT	reviewed	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	Rattus norvegicus (Rat)	Mtco2	AP_004895.1;YP_665632.1;	
P12938	CP2D3_RAT	reviewed	Cytochrome P450 2D3 (EC 1.14.14.1) (CYPIID3) (Cytochrome P450-DB3) (Debrisoquine 4-hydroxylase)	Rattus norvegicus (Rat)	Cyp2d3	NP_775116.1;	P12938;
P70541	EI2BG_RAT	reviewed	Translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma)	Rattus norvegicus (Rat)	Eif2b3	NP_598293.2;XP_006238692.1;	
P41156	ETS1_RAT	reviewed	Protein C-ets-1 (p54)	Rattus norvegicus (Rat)	Ets1	NP_036687.1 [P41156-1];	P41156;
Q9Z1N1	F16P2_RAT	reviewed	Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase)	Rattus norvegicus (Rat)	Fbp2	NP_446168.1;	Q9Z1N1;
P13109	FGF2_RAT	reviewed	Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)	Rattus norvegicus (Rat)	Fgf2	NP_062178.1;	P13109;
P12371	FCERA_RAT	reviewed	High affinity immunoglobulin epsilon receptor subunit alpha (Fc-epsilon RI-alpha) (FcERI) (IgE Fc receptor subunit alpha)	Rattus norvegicus (Rat)	Fcer1a	NP_036856.1 [P12371-1];	
Q63203	FCGR2_RAT	reviewed	Low affinity immunoglobulin gamma Fc region receptor II (Fc-gamma RII) (FcRII) (IgG Fc receptor II beta) (CD antigen CD32)	Rattus norvegicus (Rat)	Fcgr2	NP_786932.1;	Q63203;
P0C6P7	FEM1B_RAT	reviewed	Protein fem-1 homolog B (FEM1b) (FEM1-beta)	Rattus norvegicus (Rat)	Fem1b	NP_001101627.1;	
D3ZYW7	FRDA_RAT	reviewed	Frataxin, mitochondrial (Fxn) (EC 1.16.3.1) [Cleaved into: Frataxin intermediate form; Frataxin mature form]	Rattus norvegicus (Rat)	Fxn		D3ZYW7;
P10683	GALA_RAT	reviewed	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide (GMAP)]	Rattus norvegicus (Rat)	Gal	NP_150240.1;	P10683;
Q5XIG5	GKAP1_RAT	reviewed	G kinase-anchoring protein 1	Rattus norvegicus (Rat)	Gkap1	NP_001012160.1;XP_006253621.1;XP_017456077.1;	Q5XIG5;
Q5XIL5	GLBL3_RAT	reviewed	Beta-galactosidase-1-like protein 3 (EC 3.2.1.-)	Rattus norvegicus (Rat)	Glb1l3	NP_001019529.2;	
Q505J6	GHC2_RAT	reviewed	Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18)	Rattus norvegicus (Rat)	Slc25a18	NP_001037745.2;	Q505J6;
P50572	GBRR1_RAT	reviewed	Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor)	Rattus norvegicus (Rat)	Gabrr1		P50572;
O88302	GNA15_RAT	reviewed	Guanine nucleotide-binding protein subunit alpha-15 (G alpha-15) (G-protein subunit alpha-15)	Rattus norvegicus (Rat)	Gna15	NP_445994.1;	O88302;
P30951	GPR12_RAT	reviewed	G-protein coupled receptor 12 (R334)	Rattus norvegicus (Rat)	Gpr12	NP_001032372.1;NP_110458.1;XP_017453953.1;	P30951;
P70507	GRK4_RAT	reviewed	G protein-coupled receptor kinase 4 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK4)	Rattus norvegicus (Rat)	Grk4	NP_075217.1 [P70507-1];XP_006251421.1 [P70507-2];	P70507;
Q6R518	GPN3_RAT	reviewed	GPN-loop GTPase 3 (ATP-binding domain 1 family member C)	Rattus norvegicus (Rat)	Gpn3	NP_973720.1;	
P35894	GU01_RAT	reviewed	Putative gustatory receptor clone PTE01 (Fragment)	Rattus norvegicus (Rat)			
D3ZUU2	GZF1_RAT	reviewed	GDNF-inducible zinc finger protein 1 (Zinc finger protein 336)	Rattus norvegicus (Rat)	Gzf1	NP_001101258.1;XP_006235215.1;XP_006235216.1;XP_008760496.1;XP_017447260.1;	D3ZUU2;
P10247	HG2A_RAT	reviewed	H-2 class II histocompatibility antigen gamma chain (Ia antigen-associated invariant chain) (Ii) (MHC class II-associated invariant chain) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)]	Rattus norvegicus (Rat)	Cd74	NP_037201.1 [P10247-2];XP_006254823.1 [P10247-1];	P10247;
Q923W4	HDGR3_RAT	reviewed	Hepatoma-derived growth factor-related protein 3 (HRP-3)	Rattus norvegicus (Rat)	Hdgfl3	NP_665728.1;	Q923W4;
Q5M808	HIKES_RAT	reviewed	Protein Hikeshi	Rattus norvegicus (Rat)	Hikeshi	NP_001013919.1 [Q5M808-2];XP_006229724.1 [Q5M808-1];	
Q569C4	HDA10_RAT	reviewed	Polyamine deacetylase HDAC10 (EC 3.5.1.48) (EC 3.5.1.62) (Histone deacetylase 10) (HD10)	Rattus norvegicus (Rat)	Hdac10	NP_001030172.1;	
P23899	HNF1B_RAT	reviewed	Hepatocyte nuclear factor 1-beta (HNF-1-beta) (HNF-1B) (Transcription factor 2) (TCF-2) (Variant hepatic nuclear factor 1) (vHNF1)	Rattus norvegicus (Rat)	Hnf1b	NP_037235.1 [P23899-1];	P23899;
Q91ZY6	HOP2_RAT	reviewed	Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein)	Rattus norvegicus (Rat)	Psmc3ip	NP_604453.2;	Q91ZY6;
Q9JIL3	ILF3_RAT	reviewed	Interleukin enhancer-binding factor 3	Rattus norvegicus (Rat)	Ilf3	NP_445864.1 [Q9JIL3-2];	Q9JIL3;
Q8R5M5	ACMSD_RAT	reviewed	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	Rattus norvegicus (Rat)	Acmsd	NP_599199.1;	Q8R5M5;
E9PU17	ABCAH_RAT	reviewed	ATP-binding cassette sub-family A member 17	Rattus norvegicus (Rat)	Abca17	NP_001026807.1;XP_006245989.1;XP_006245990.1;	
P23571	3MG_RAT	reviewed	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase) (Fragment)	Rattus norvegicus (Rat)	Mpg		
P17475	A1AT_RAT	reviewed	Alpha-1-antiproteinase (Alpha-1-antitrypsin) (Alpha-1-proteinase inhibitor) (Serpin A1)	Rattus norvegicus (Rat)	Serpina1	NP_071964.2;XP_006240518.1;XP_017449521.1;	P17475;
Q66H39	ABCF3_RAT	reviewed	ATP-binding cassette sub-family F member 3	Rattus norvegicus (Rat)	Abcf3	NP_001011896.1;	
P45953	ACADV_RAT	reviewed	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)	Rattus norvegicus (Rat)	Acadvl	NP_037023.1;	P45953;
